#separator:semicolon
#html:true
#guid column:1
#notetype column:2
#deck column:3
#tags column:4
5bd92c71-c20e-42e0-bbc2-c6bb761fb7f7;Basic;Math::Algebra;Math Algebra Identity;<p>Quadratic formula</p>;"<p>If</p>


\[ a x^2 + b x + c = 0 \]

<p>then</p>


\[ x = \frac{-b \pm \sqrt{b^2 - 4ac}}{2a} \]"
d9967aa0-ec9a-4acd-bb5d-35ff13611644;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int \frac{x}{\sqrt{x + 1}} \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    x &= u - 1 \\
    u &= x + 1 \\
    du &= dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int \frac{x}{\sqrt{x + 1}} \, dx
    &= \int \frac{u - 1}{\sqrt{u}} \, du \\
    &= \int \frac{u}{\sqrt{u}} \, du - \int \frac{1}{\sqrt{u}} \, du \\
    &= \int u^{1/2} \, du - \int u^{-1/2} \, du \\
    &= \frac{2}{3} u^{\frac{3}{2}} - 2u^{\frac{1}{2}} + C \\
    &= \frac{2}{3} (x + 1)^{\frac{3}{2}} - 2(x + 1)^{\frac{1}{2}} + C
\end{align*}
\]"
a26b21bd-f40a-438c-90c3-307eb26f8b30;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int \frac{x}{1 + x^4} \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= x^2 \\
    du &= 2x \, dx \\
    \frac{1}{2} du &= x \, dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int \frac{x}{1 + x^4} \, dx
    &= \frac{1}{2} \int \frac{1}{1 + u^2} \, du \\
    &= \frac{1}{2} \tan^{-1}(u) + C \\
    &= \frac{1}{2} \tan^{-1}(x^2) + C
\end{align*}
\]"
fe8a68aa-f984-4c66-b65d-31add3a41293;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int (x + 1) \sqrt{x - 1} \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    x &= u + 1 \\
    u &= x - 1 \\
    du &= dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int (x + 1) \sqrt{x - 1} \, dx
    &= \int (u + 2) \sqrt{u} \, du \\
    &= \int (u \sqrt{u} + 2 \sqrt{u}) \, du \\
    &= \int (u^{\frac{3}{2}} + 2 u^{\frac{1}{2}}) \, du \\
    &= \int u^{\frac{3}{2}} \, du + 2 \int u^{\frac{1}{2}} \, du \\
    &= \frac{2}{5} u^{\frac{5}{2}} + \frac{4}{3} u^{\frac{3}{2}} + C \\
    &= \frac{2}{5} (x - 1)^{\frac{5}{2}} + \frac{4}{3} (x - 1)^{\frac{3}{2}} + C
\end{align*}
\]"
2703d5f7-559b-4c5d-bebe-05edebcab79d;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int \frac{1}{x^2 + 4x + 8} \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution after completing the square:</p>


\[
\begin{align*}
    x^2 + 4x + 8 &= (x + 2)^2 + 2^2 \\
    u &= x + 2 \\
    du &= dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int \frac{1}{x^2 + 4x + 8} \, dx
    &= \int \frac{1}{u^2 + 2^2} \, du \\
    &= \frac{1}{2} \tan^{-1} \left( \frac{u}{2} \right) + C \\
    &= \frac{1}{2} \tan^{-1} \left( \frac{x + 2}{2} \right) + C
\end{align*}
\]"
59ea35e9-0260-44ef-b3bc-8791008c58cf;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int \frac{1}{1 + \sqrt{2x}} \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= 1 + \sqrt{2x} \\
      &= 1 + (2x)^\frac{1}{2} \\
    du &= (2x)^{-\frac{1}{2}} \, dx \\
    dx &= (2x)^\frac{1}{2} \, du \\
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int \frac{1}{1 + \sqrt{2x}} \, dx
    &= \int \frac{1}{u} (2x)^\frac{1}{2} \, du, \quad (2x)^\frac{1}{2} = u - 1 \\
    &= \int \frac{1}{u} (u - 1) \, du \\
    &= \int \frac{u}{u} - \frac{1}{u} \, du \\
    &= \int du - \int \frac{1}{u} \, du \\
    &= u - \ln |u| + C \\
    &= (1 + \sqrt{2x}) - \ln(1 + \sqrt{2x}) + C
\end{align*}
\]"
8b1e06b5-0760-4e3d-839a-c7a0999b2cd6;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int e^{\sqrt{x}} \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= \sqrt{x} \\
    du &= \frac{1}{2 \sqrt{x}} dx \\
       &= \frac{1}{2 u} \, dx \\
    dx &= 2u \, du
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int e^{\sqrt{x}} \, dx
    &= 2 \int u e^u \, du \\
    &= 2 u e^u - 2 e^u + C \\
    &= 2 e^u (u - 1) + C \\
    &= 2 e^\sqrt{x} ( \sqrt{x} - 1 ) + C
\end{align*}
\]"
5147ac21-173d-4937-9d7d-3098459298ce;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int \frac{1}{1 + \sqrt{x}} \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= \sqrt{x} \\
    du &= \frac{1}{2 \sqrt{x}} \, dx \\& = \frac{1}{2 u} \, dx \\
    dx &= 2u \, du
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int \frac{1}{1 + \sqrt{x}} \, dx
    &= 2 \int \frac{u}{u + 1} \, du \\
    &= 2 \int \frac{u + 1 - 1}{u + 1} \, du \\
    &= 2 \int 1 - \frac{1}{u + 1} \, du \\
    &= 2 \left( u - \ln |u + 1| \right) + C \\
    &= 2 \left( \sqrt{x} - \ln |\sqrt{x} + 1| \right) + C
\end{align*}
\]"
4697d3e0-b843-4930-8c67-c8b87408b425;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral Integration-by-Parts;"\[ \int \ln x \, dx \]
<p>Solve the integral.</p>";"<p>Integrate by parts:</p>


\[ u \, dv = uv - \int v \, du \]

\[
\begin{align*}
     u &= \ln x            & dv &= dx \\
    du &= \frac{1}{x} \, dx &  v &= x
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int \ln x \, dx
    &= x \ln x - \int x \frac{1}{x} \, dx \\
    &= x \ln x - \int dx \\
    &= x \ln x - x + C
\end{align*}
\]"
5ada51e2-d0cd-4f17-ba24-685a8f15acea;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral Integration-by-Parts;"\[ \int (\ln x)^2 \, dx \]
<p>Solve the integral.</p>";"<p>Integrate by parts:</p>


\[ u \, dv = uv - \int v \, du \]

\[
\begin{align*}
     u &= (\ln x)^2              & dv &= dx \\
    du &= \frac{2 \ln x}{x} \, dx &  v &= x
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int (\ln x)^2 \, dx
    &= x (\ln x)^2 - \int x \frac{2 \ln x}{x} \, dx \\
    &= x (\ln x)^2 - 2 \int \ln x \, dx \\
    &= x (\ln x)^2 - 2 (x \ln x - x) + C
\end{align*}
\]"
38794083-9136-4872-b62d-6044448f5960;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral Trigonometric;"\[ \int \sin^2(x) \, dx \]
<p>Solve the integral.</p>";"<p>Apply trigonometric identity:</p>


\[ \sin^2(x) = \frac{1 - \cos(2x)}{2} \]

<p>Then:</p>


\[
\begin{align*}
    \int \sin^2(x) \, dx
    &= \int \frac{1-\cos(2x)}{2} \, dx \\
    &= \int \frac{1}{2} - \frac{1}{2} \cos(2x) \, dx \\
    &= \frac{1}{2} x - \frac{1}{4} \sin(2x) + C
\end{align*}
\]"
78a93759-5471-47f3-a2e1-ef6a860be3fe;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral Trigonometric;"\[ \int \cos^2(x) \, dx \]
<p>Solve the integral.</p>";"<p>Apply trigonometric identity:</p>


\[ \cos^2(x) = \frac{1 + \cos(2x)}{2} \]

<p>Then:</p>


\[
\begin{align*}
    \int \cos^2(x) \, dx
    &= \int \frac{1 + \cos(2x)}{2} \, dx \\
    &= \int \frac{1}{2} + \frac{1}{2} \cos(2x) \, dx \\
    &= \frac{1}{2} x + \frac{1}{4} \sin(2x) + C
\end{align*}
\]"
f10d04e9-a289-4f57-ba28-cca5afdbdddc;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral Trigonometric;"\[ \int \sin^3(x) \, dx \]
<p>Solve the integral.</p>";"<p>Apply trigonometric identity:</p>


\[ \sin^2(x) = 1 - \cos^2(2) \]

<p>Then:</p>


\[
\begin{align*}
    \int \sin^3(x) \, dx
    &= \int \sin^2(x) \sin(x) \, dx \\
    &= \int (1 - \cos^2(x)) \sin(x) \, dx \\
\end{align*}
\]

<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= \cos(x) \\
    - du &= \sin(x) \, dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int (1 - \cos^2(x)) \sin(x) \, dx
    &= \int - (1 - u^2) \, du \\
    &= \int u^2 - 1 \, du \\
    &= \frac{1}{3} u^3 - u + C \\
    &= \frac{1}{3} \cos^3(x) - \cos(x) + C
\end{align*}
\]"
52adb0e8-77fe-477c-beba-820d892a97ff;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral Trigonometric;"\[ \int \cos^3(x) \, dx \]
<p>Solve the integral.</p>";"<p>Apply trigonometric identity:</p>


\[ \cos^2(x) = 1 - \sin^2(2) \]

<p>Then:</p>


\[
\begin{align*}
    \int \cos^3(x) \, dx
    &= \int \cos^2(x) \cos(x) \, dx \\
    &= \int (1 - \sin^2(x)) \cos(x) \, dx \\
\end{align*}
\]

<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= \sin(x) \\
    du &= \cos(x) \, dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int (1 - \sin^2(x)) \cos(x) \, dx
    &= \int 1 - u^2 \, du \\
    &= u - \frac{1}{3} u^3 + C \\
    &= \sin(x) - \frac{1}{3} \sin^3(x) + C
\end{align*}
\]"
ae6c9b95-12c0-430a-89f6-55235028d6be;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral Trigonometric;"\[ \int \sin^4(x) \, dx \]
<p>Solve the integral.</p>";"<p>Apply trigonometric identity:</p>


\[ \sin^2(x) = \frac{1 - \cos(2x)}{2} \]

<p>and</p>


\[ \cos^2(2x) = \frac{1 + \cos(4x)}{2} \]

<p>Then:</p>


\[
\begin{align*}
    \int \sin^4(x) \, dx
    &= \int \left[ \frac{1 - \cos(2x)}{2} \right]^2 \, dx \\
    &= \int \frac{1}{4} \left[ 1 - 2\cos(2x) + \cos^2(2x) \right] \, dx \\
    &= \int \frac{1}{4} \left[ 1 - 2\cos(2x) + \frac{1}{2}(1 + \cos(4x)) \right] \, dx \\
    &= \int \frac{1}{4} \left[ \frac{3}{2} - 2\cos(2x) + \frac{1}{2} \cos(4x) \right] \, dx \\
    &= \int \frac{3}{8} - \frac{1}{2} \cos(2x) + \frac{1}{8} \cos(4x) \, dx \\
    &= \frac{3}{8} x - \frac{1}{4} \sin(2x) + \frac{1}{32} \sin(4x) + C
\end{align*}
\]"
d384c39f-6a5e-498f-82a4-7884be478494;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral Trigonometric;"\[ \int \cos^4(x) \, dx \]
<p>Solve the integral.</p>";"<p>Apply trigonometric identity:</p>


\[ \cos^2(x) = \frac{1 + \cos(2x)}{2} \]

<p>and</p>


\[ \cos^2(2x) = \frac{1 + \cos(4x)}{2} \]

<p>Then:</p>


\[
\begin{align*}
    \int \cos^4(x) \, dx
    &= \int \left[ \frac{1 + \cos(2x)}{2} \right]^2 \, dx \\
    &= \int \frac{1}{4} \left[ 1 + 2\cos(2x) + \cos^2(2x) \right] \, dx \\
    &= \int \frac{1}{4} \left[ 1 + 2\cos(2x) + \frac{1}{2}(1 + \cos(4x)) \right] \, dx \\
    &= \int \frac{1}{4} \left[ \frac{3}{2} + 2\cos(2x) + \frac{1}{2} \cos(4x) \right] \, dx \\
    &= \int \frac{3}{8} + \frac{1}{2} \cos(2x) + \frac{1}{8} \cos(4x) \, dx \\
    &= \frac{3}{8} x + \frac{1}{4} \sin(2x) + \frac{1}{32} \sin(4x) + C
\end{align*}
\]"
1461d591-63ab-4dc3-b5c3-7b8fbb3b3fe6;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral Trigonometric;"\[ \int \cos^2(x) \sin^3(x) \, dx \]
<p>Solve the integral.</p>";"<p>Apply trigonometric identity:</p>


\[ \sin^2(x) = 1 - \cos^2(x) \]

<p>Then:</p>


\[
\begin{align*}
    \int \cos^2(x) \sin^3(x) \, dx
    &= \int \cos^2(x) \sin^2(x) \sin(x) \, dx \\
    &= \int \cos^2(x) (1 - \cos^2(x)) \sin(x) \, dx
\end{align*}
\]

<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= \cos(x) \\
    - du &= \sin(x) \, dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int \cos^2(x) (1 - \cos^2(x)) \sin(x) \, dx
    &= \int - u^2 (1 - u^2) \, du \\
    &= \int u^4 - u^2 \, du \\
    &= \frac{1}{5} u^5 - \frac{1}{3} u^3 + C \\
    &= \frac{1}{5} \cos^5(x) - \frac{1}{3} \cos^3(x) + C
\end{align*}
\]"
ae4365c3-b580-4030-9fa1-30447a25a03f;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral Trigonometric;"\[ \int \sin^2(x) \cos^3(x) \, dx \]
<p>Solve the integral.</p>";"<p>Apply trigonometric identity:</p>


\[ \cos^2(x) = 1 - \sin^2(x) \]

<p>Then:</p>


\[
\begin{align*}
    \int \sin^2(x) \cos^3(x) \, dx
    &= \int \sin^2(x) \cos^2(x) \cos(x) \, dx \\
    &= \int \sin^2(x) (1 - \sin^2(x)) \cos(x) \, dx
\end{align*}
\]

<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= \sin(x) \\
    du &= \cos(x)
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int \sin^2(x) (1 - \sin^2(x)) \cos(x) \, dx
    &= \int u^2 (1 - u^2) \, du \\
    &= \int u^2 - u^4 \, du \\
    &= \frac{1}{3} u^3 - \frac{1}{5} u^5 + C \\
    &= \frac{1}{3} \sin^3(x) - \frac{1}{5} \sin^5(x) + C
\end{align*}
\]"
3e4d9a96-dced-4235-a855-8e5c6ad4eede;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral Trigonometric;"\[ \int \sin^2(x) \cos^2(x) \, dx \]
<p>Solve the integral.</p>";"<p>Apply trigonometric identity:</p>


\[ \sin(2x) = 2 \sin(x) \cos(x) \]

<p>and</p>


\[ \sin^2(2x) = \frac{1 - \cos(4x)}{2} \]

<p>Then:</p>


\[
\begin{align*}
    \int \sin^2(x) \cos^2(x) \, dx
    &= \int \sin(x) \sin(x) \cos(x) \cos(x) \, dx \\
    &= \int \frac{1}{4} \left( 2 \sin(x) \cos(x) \right) \left( 2 \sin(x) \cos(x) \right) \, dx \\
    &= \int \frac{1}{4} \sin(2x) \sin(2x) \, dx \\
    &= \int \frac{1}{4} \sin^2(2x) \, dx \\
    &= \int \frac{1}{8} \left( 1 - \cos(4x) \right) \, dx \\
    &= \frac{1}{8} \left( \int dx - \int \cos(4x) \, dx \right) \\
    &= \frac{1}{8} \left( x - \frac{1}{4} \sin(4x) \right) + C \\
    &= \frac{1}{8} x - \frac{1}{32} \sin(4x) + C
\end{align*}
\]"
655bcf51-399d-4a47-a350-86c92749d2e1;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral Trigonometric;"\[ \int \frac{1}{1 + \sin(x)} \, dx \]
<p>Solve the integral.</p>";"\[
\begin{align*}
    \int \frac{1}{1 + \sin(x)} \, dx
    &= \int \left( \frac{1}{1 + \sin(x)} \right) \left( \frac{1 - \sin(x)}{1 - \sin(x)} \right) \, dx \\
    &= \int \frac{1 - \sin(x)}{1 - \sin^2(x)} \, dx \\
    &= \int \frac{1 - \sin(x)}{\cos^2(x)} \, dx \\
    &= \int \frac{1}{\cos^2(x)} - \frac{\sin(x)}{\cos^2(x)} \, dx \\
    &= \int \sec^2(x) - \tan(x) \sec(x) \, dx \\
    &= \tan(x) - \sec(x) + C
\end{align*}
\]"
fa0dc99b-15ef-42ec-9857-2728870e0ff0;Basic;Math::Calculus::Problems::Lambert W;Math Calculus Problem Lambert-W;"\[ \frac{d}{dx} W(x) \]
<p>Find the derivative of the Lambert \(W\) function.</p>";"<p>Use implicit differentiation:</p>


\[
\begin{align*}
    W(x) e^{W(x)} &= x \\
    \frac{d}{dx} \left( W(x) e^{W(x)} \right) &= \frac{d}{dx} x
\end{align*}
\]

<p>Use the chain rule:</p>


\[
\begin{align*}
    W(x) e^{W(x)} \cdot W'(x) + e^{W(x)} \cdot W'(x) &= 1 \\
    W'(x) ( W(x) e^{W(x)} + e^{W(x)} ) &= 1 \\
    W'(x) ( x + e^{W(x)} ) &= 1
\end{align*}
\]

<p>Since</p>


\[ W(x)e^{W(x)} = x \implies e^{W(x)} = x/W(x) \]

<p>Then:</p>


\[
\begin{align*}
    W'(x) &= \frac{1}{x + e^{W(x)}}  \\
    &= \frac{1}{x + x/W(x)} \\
    &= \frac{W(x)}{x W(x) + x} \\
    &= \frac{W(x)}{x (W(x) + 1)}
\end{align*}
\]"
565be5dc-1e64-4913-824c-1e979361b6e7;Basic;Math::Calculus::Problems::Lambert W;Math Calculus Problem Lambert-W;"\[ \int W(x) \, dx \]
<p>Find the anti-derivative of the Lambert \(W\) function.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
     u &= W(x) \\
     x &= u e^u \\
    dx &= (u e^u + e^u) \, du \\
       &= e^u (u  + 1) \, du
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    &= \int W(x) \, dx \\
    &= \int u e^u(u+1) \, du \\
    &= \int e^u (u^2 + u) \, du, \quad \text{Integrate by parts} \\
    &= (u^2 + u) e^u - (2u + 1) e^u + 2e^u + C \\
    &= u u e^u - u e^u + e^u + C \\
    &= x W(x) - W(x) + e^{W(x)} + C \\
    &= x W(x) - W(x) + \frac{x}{W(x)} + C
\end{align*}
\]"
f28da862-a812-4071-9b08-bb0c6c43bef8;Basic;Math::Calculus::Problems::Lambert W;Math Calculus Problem Lambert-W;\[ W(W(x)) = 1 \];"\[
\begin{align*}
    W(W(x)) &= 1 \\
       W(x) &= 1 e^1 \\
            &= e \\
          x &= e e^e \\
            &= e^{e+1}
\end{align*}
\]"
c30ed21c-1d57-4a98-b395-34af78fd9e84;Basic;Math::Calculus::Problems::Lambert W;Math Calculus Problem Lambert-W;\[ W(x) = \ln(2x) \];"\[
\begin{align*}
    W(x) &= \ln(2x) \\
       x &= \ln(2x) e^{\ln(2x)} \\
         &= 2x \ln(2x) \\
\end{align*}
\]

\[
\begin{align*}
     2x \ln(2x) &= x \\
        \ln(2x) &= \frac{1}{2} \\
    e^{\ln(2x)} &= e^{\frac{1}{2}} \\
             2x &= e^{\frac{1}{2}} \\
              x &= \frac{1}{2} e^{\frac{1}{2}}
\end{align*}
\]"
826768c2-2478-4428-b450-0359dc04f94e;Basic;Math::Calculus::Problems::Lambert W;Math Calculus Problem Lambert-W;\[ W(e^x) = (W(e))^x \];"\[
\begin{align*}
    W(e^x) &= (W(e))^x \\
    W(e^x) &= (W(1 e^1))^x \\
    W(e^x) &= (1)^x \\
    W(e^x) &= 1 \\
       e^x &= 1 e^1 \\
         x &= 1
\end{align*}
\]"
